用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
468531842,没有名字,2,boss无法用召唤物召唤，等到boss自动生成时提示出来了结果boss并没有出现。这个bug已经严重影响到游戏的进度了😅,1,2025-03-20 02:07,荣耀9X Pro
534651325,循,5,玩泰拉3年多了，看了7年多了，这真的是一个很好的游戏，希望下辈子还能玩到它,,2025-03-20 01:44,Vivo V2072A
640007450,❤️Emilia,5,也是终于玩上正版了,,2025-03-19 23:22,小米 Redmi K30S
420904570,恸,5,神作无需多言，买就完事了。,,2025-03-19 23:14,华为Honor Play
46288929,光头强,5,很久以前就知道这款游戏了，看别人玩的，那会还是1.2版本好像，不过那时候不感兴趣，就没有去体验，与神作擦肩而过，20年的时候，在家闲着无聊突然想到了这款游戏，于是想试试，然后就入坑了国际服，直接发现新大陆了，和朋友一起玩了好久，知道要出国服时开心的不得了，国服也是从内测就开始玩了，虽然国服联机环境有点差，但是并不影响你愉快的单人游戏或是和朋友一起玩，总体是个很好的横版像素沙盒游戏，十分推荐<br />画面音乐🌃：<br />虽然是像素风但却细节满满，随风飘荡的树叶、藤蔓，物品掉入水中掀起的涟漪，以及一些武器的帅气特效<br />音乐的话，游戏内不同场景都有对应的音乐，并且还有另一种风格可以切换，两种风格的音乐都有特色<br />世界开放度🏝️：<br />世界开放度很高，森林，丛林，沙漠，冰原，海洋，以及洞穴，地牢，神庙，许多小环境，甚至是地狱，都可以自由探索，不同环境还有不同的敌怪，宝藏<br />自由度🧗：<br />既然是沙盒游戏，那自由度肯定没的说，游戏内有超多建筑材料，可以建出许多风格的建筑，游戏内的每个环境都可以破坏，即使想挖穿全图那也是可以的<br />可玩性🎮：<br />可玩性超级高，游戏流程也是比较长的，就算通关了你仍有许多事可以做，建筑，钓鱼，pvp，打高尔夫等，再玩上几百个小时没问题<br />氪金度💰：<br />18买断畅玩不尽，有时打折只要12，不过游戏内倒是有些卖装备的，遇到这种直接举报就行，不要去买<br />建议✍🏻：<br />游戏是个好游戏，但主要的问题还是联机环境，卖装备、乞丐、修改器、有玩家捣乱等现象层出不穷，先针对卖装备、乞丐、修改器、有玩家捣乱这四个现象提出建议<br />卖装备：加大打击力度，加大打击力度，再加大打击力度！给他们都封了，他们开小号再卖的话可以封设备<br />乞丐：这个建议是我看其他评论看到的，那就是在地图下载里加一个旅途模式的全物品存档，这样萌新就可以进去玩个够，估计不会再要东西了<br />修改器：修改器单人模式玩玩可以不封号，多人模式的话，只要不用修改器去捣乱或者pvp也可以不封，但是利用修改器破坏他人游戏体验肯定要制裁<br />有玩家捣乱：游戏内现在已经有相对完善的防捣乱机制了，但我个人认为还需略微修改，游客模式下可以不禁止MK2，禁止可以破坏物块的火箭就行，因为MK2本质上是一把武器，而且是不错的武器，并不是炸图工具，还有限制玩家开宝藏袋的频率，比如一分钟内最多开三个，这样可以阻止某些玩家故意狂开宝藏袋造成满地垃圾的效果<br />还有部分低素质玩家，他们在联机房中辱骂他人，搞h，刷屏等等，希望官方可以在改善联机环境上多用点心，而不是搞一堆意义不明的敏感词影响我们正常交流<br />最后，祝《泰拉瑞亚》蒸蒸日上，生生不息！,68,2023-03-09 12:05,Honor X50 
706435557,.lll.,5,沙盒游戏三巨头不愧是三巨头太好玩了,2,2025-03-19 17:40,未提供
10199501,小螃蟹,5,百科怎么没有了，好多道具不能及时查了，好难受，什么时候能恢复,,2025-03-19 16:10,小米Redmi K40
401325260,请输入昵称,5,没有麦克风怎么回事设置里有麦克风声音调制,,2025-03-19 15:22,未提供
682732996,木薯猫,2,先不说你游卖装备之类的乱象问题，连最基本的优化都做不好是闹哪样？跟朋友联个机各种掉帧，画面忽快忽慢，我国际版开到最高画质都没有这个问题，比吃了德芙还丝滑，二月份买了一次就是因为这个被劝退的，现在对心动的正版真的又爱又恨，爱在很方便的就能联机，恨在优化做的稀烂，手机能丝滑完美的运行将近四个G的苍翼混沌效应，先对拿手机不行来攻击人说声抱歉，不吃你这套,2,2025-03-19 14:11,未提供
437076315,w x w,1,不会玩也玩不明白，想退钱_(´_`」,,2025-03-19 13:31,华为 Nova 5i Pro
3724702,Miko,5,提起泰拉瑞亚，你能想到些什么<br />是2D版的Minecraft（我的世界）？<br />还是持续更新14年的“旅程的终点”？<br />还是<br />“300颗够吗”<br />“初尤说：又是这个难的过分的BOSS”<br />“亡了亡了，我没有史莱姆ang”<br />🤣🤣🤣<br />如果要我说的话<br />泰拉瑞亚就是最好玩的战斗探索沙盒游戏！<br />挖掘，战斗，探索，建造，无所不能！<br />数据截止到24年11月份，泰拉瑞亚已经达成6000万+的销量里程碑，目前Steam更是在11w条评价中拿下97%的好评率，这是什么含金量不用我多说，只恨自己不能再有一个没玩过泰拉瑞亚的脑子<br />更重要的是它还在发力，作为一款14年高龄的老游戏，社区非但没有一潭死水甚至还在爆料预计今年年中发布1.5版本更新<br />那么泰拉瑞亚为何经久不衰？<br />玩家如何对这款游戏赞不绝口？<br />泰拉瑞亚到底是款什么样的游戏？<br />且听我慢慢道来(^～^)<br />————————<br />【旅途的开始与“旅途的终点”】<br />2011年初<br />安德鲁·斯宾克斯（Andrew Spinks）与他在社区中认识的两位朋友芬·布莱斯（Finn Brice）杰瑞米·格雷特（Jeremy Guerrette）共同成立了工作室Re-logic进行泰拉瑞亚的开发工作<br />泰拉瑞亚两个最大的灵感来源之一就是“我的世界”，主要是吸取了沙盒探索建造这些方面<br />而另一个灵感来源则是“liero”（一款像素2d平面对战古董游戏），敲定了游戏视角与战斗的呈现方式<br />本来游戏正在稳步开发，但是4月份有玩家在游戏社区上传了测试包体，迫于游戏被偷跑的压力，最终Re在2011年5月6日正式发布了1.0版本的泰拉瑞亚<br />尽管此时的泰拉瑞亚还很简陋，可玩内容远不及现在，但在发售第一天还是一跃Steam游玩人数第一<br />（当然这点也和工作室的口碑有关，此前他们曾开发过“超级马里奥兄弟x”，在当时也很火爆，且可以自定义关卡设计，算是马里奥创造的雏形，然后被东半球最强法务部找上了，然后就没有然后了...）<br />然后就是不间断的更新，粘性炸弹、史莱姆王、时装、药水、暴击，伤害类型、锯木机<br />到2011年12月迎来1.1版本，加入了困难模式、翅膀、机械BOSS、修饰语、圣诞事件<br />2012年2月，工作室的芬开始组建新工作室开发新游戏，加上安德鲁家庭要添加新成员，最终宣布泰拉瑞亚停止更新<br />2012年12月在妻子的劝说下安德鲁决定继续更新并征求社区玩家意见后于<br />2013年9月30日发布1.2版本<br />新增猩红、叶绿、丛林神庙、世花、海盗、更多装饰物、万圣节和霜月事件、旅商、发型师<br />2014年5月添加钓鱼、矿车、猪鲨<br />2015年6月30日，1.3版本更新<br />新增月亮事件、火星、新环境、悠悠球等<br />2020年5月16日，1.4版本“旅程的终点”更新<br />新增大师模式、旅行模式、图鉴、高尔夫、史莱姆皇后、光女等<br />尽管说是“旅程的终点”，实际上在1.4版本之后也时不时会更新些内容，和饥荒、星露谷、地牢守护者、死亡细胞、幻兽帕鲁等游戏也有联动<br />近期关于1.4.5版本的爆料也是接连不断，只能说“旅途的中点”名副其实<br />————————<br />【平等的羡慕每一个没玩过泰拉瑞亚的人】<br />众所周知沙盒游戏有三巨头<br />如果说我的世界的优势是随心所欲的建造和红石科技的魅力<br />饥荒则是资源搜集发展小康生活（虽然现在饥荒也在往战斗上增加侧重）<br />那泰拉瑞亚的优势就是探索和战斗<br />首先开局自带向导让你的游戏不再孤单，建造小屋后陆续还有更多NPC入住为游戏提供帮助，不过是一大家子其乐融融还是豪华单监就全凭良心了<br />游戏地图方面纵向有从地表、天空、太空到洞穴、熔岩，横向有丛林、沙漠、雪地、海洋等，地图里还有些特殊的环境，如地牢、蜂巢、金字塔、空岛、丛林神庙等，且不论是地表的隧道还是地下天空的小屋都有箱子，这些都给探索带来了动力和满足<br />说到箱子就要说到物品的种类丰富花样之多<br />各种战斗饰品信息饰品机动饰品，增益药水功能药水，四种职业的武器装备，亦或是风筝高尔夫彩球等小玩具，随着游戏的进程不同时期地下还会有新矿物<br />正所谓泰拉人有泰拉魂，下矿一整天不复回<br />更加难为可贵的是这些物品除了建筑方块可能因为功能一样是可替换外，剩下的大都有用<br />新材料—问向导—合成—再问向导—再合成<br />不断的融合升级，做新装备打新BOSS掉新材料做新的装备再打新BOSS，装备套装还有各种增益效果，这就叫正反馈的优秀设计<br />战斗方面上，泰拉瑞亚的敌怪种类也是格外的多，各事件的杂兵加精英怪事件BOSS且不说，整个游戏流程就是一场BOSSrush<br />从游戏初期的史莱姆王到肉山，肉山到世纪之花，世纪之花到月总，游戏的难度曲线设计也比较合理（白天光女除外）<br />光主线流程就有18个BOSS可供挑战，算上事件数量则超过30个<br />提前搭建好战斗场地，喝掉增益药水吃块蛋糕，摸一下增益站，然后就是在平台上利用钩爪闪转腾挪，一场走位与弹幕的世纪大战结束后就是丰收的喜悦，甚至哪怕说把战斗系统拿出沙盒之外也是很有玩头的<br />————————<br />【冷知识之泰拉瑞亚有很多冷知识】<br />上文只不过是对游戏的发展和本体的粗略介绍，实际游戏里还有很多东西可以深入研究<br />比如四职业在各时期的配装<br />特定武器加特定饰品产生1+1＞2的效果<br />（迷你鲨+鲨牙项链+毒刺项链）<br />论泰拉靴为什么不如翅膀<br />论肉前有没有必要挖隔离带/怎么挖<br />论BOSS逃课的一百种方法<br />论炸直通车雷管的使用方法<br />甚至可以利用沙块自动下落的特性和房屋条件在头上顶沙块把魔镜当传送药水用<br />再或者基于生成世界时水的下落特性通过观察地表的水滩判断头上的空岛位置<br />这wiki你就看吧，一看一个不吱声<br />另外泰拉瑞亚的建筑也很自由，虽然受限于表现形式，但依旧有泰拉瑞亚复刻星露谷这样的神级作品出现，同样对想象力的要求就更加高了<br />至于PVP，八百里开外被两枪秒了之后我就没玩过(›´ω`‹ )<br />————————<br />只恨篇幅太少，内容太多<br />泰拉瑞亚的内容再洋洋洒洒几万字都写不完<br />游戏的背景设定其实也蛮有意思的，很有克味<br />只能说如果你是沙盒游戏爱好者，喜欢生存探索战斗，喜欢不断挑战新的BOSS，喜欢不断发现新的物品，喜欢人物属性升级带来的爽感，那不尝试一下泰拉瑞亚就很可惜了<br />初次游玩可以先了解一下游戏内设置，习惯下操作后遇到新材料就问一下向导，再遇到不懂的查一下wiki，千万不要上来就去联机房，联机环境懂得都懂，剩下的就是在泰拉瑞亚展开独属于你自己的冒险了<br />————————<br />多年以后，面对桌面上泰拉瑞亚的图标，我将回想起向导在我面前射杀史莱姆的那个遥远的下午<br />我们的旅途还远没有结束<br />我们的“中点”还没有终点,145,2025-03-19 02:07,未提供
456962333,陈泽平,1,为什么跟别人联机时手机按熄屏了然后就那个人物没了，而且还每次点进去就要下载进度，这然到不是bug吗，这个到底是在干什么啊,2,2025-03-19 00:28,红米 Note 9
610202099,pp,5,开放性极高拥有“恐怖”地图还有就是我的1.4.5呢💀💀💀,,2025-03-18 23:28,Huawei Nova 9 SE
708342275,昵称,4,和好朋友一起玩特别有趣,,2025-03-18 22:57,未提供
456281704,双林,5,"很久了，从9岁经过推荐玩的，一直耐心玩着，通关了十几次，在11岁的时候求了半个多月才给我买，现在依然没放弃，gamers,play it,too!",1,2022-11-11 04:42,Vivo V2106A
563110393,蓝色的丘树,5,好玩，就是操作不如pc方便，但这也没办法,,2025-03-18 21:30,未提供
646442805,乐观的鬼灭之刃,2,十分钟闪退八次，无法理解,2,2024-12-05 21:30,小米Xiaomi Pad 6 Pro
96835996,西江月．夜行黄沙道中,5,草剑合不了啊,1,2025-03-18 20:26,荣耀30 
656635302,秋万一,5,能联机嘛，xd们就跟朋友生存，是局域网还是本地啊,1,2025-03-18 19:40,Redmi K60 Pro
415082981,冷漠,5,什么时候更新？,,2025-03-18 17:42,iQOO Neo 5
631231527,Pink Floyd,3,我一回归存档就剩一个了，我一百多小时存档直接没了,,2025-03-18 13:15,"iPad14,8 "
646812876,敖皇,3,与其玩这个，大家不如去玩  被尘封的故事，它免费而且世界更大,,2025-03-18 09:22,Vivo S18
593267312,尹,1,这是世纪之花爆率是假的吧，老子打了三四十只还不掉种子弯刀，就连那个斧头都掉了几把，关键这世纪之花，还得去慢慢找，真的服了，费眼睛的很。,,2025-03-18 02:03,未提供
425894262,wwwww,4,我的尸块效果呢，血月蹦出一堆绿怪我是真的没忍住笑了，太适合中国宝宝体质了，联机有点卡需要优化一下,,2025-03-18 01:08,HONOR JDY-AN00
696582740,宇子酱,5,这款游戏非常值得入手，特别好玩，手游还可以享受半价的优惠😄,,2025-03-18 00:24,华为nova7pro 5G
524836819,艺术就是派大星,1,被键位劝退了，贼特么难操作，玩的一点乐趣都没有,,2025-03-18 00:23,Redmi K60
695527444,黄礼志,1,我是完全的新手，不知道为什么，我刚建好的屋子，想让一个npc住进来，就突然有人出现把我的nps杀死了，然后我的地图就开始出现岩浆，我就一直死一直死，不知道怎么办，退出游戏以后想要重新创建房间就一直提示我还有房间开启，让我重新进入房间，我进入房间就一直死，我怎么玩？,,2025-03-17 23:53,未提供
23474713,手机用户23474713,3,无聊的时间多于有趣的时间,,2025-03-17 23:17,一加手机 7 Pro
708831305,被动技微笑,5,这游戏的魅力就是探索啊，需要有一定的耐心，如果告诉你格式化的玩法速通就会无聊了，所以这里只提供一些思路来帮助你，你选择参考或否。<br />~~~~<br />（别嫌我啰嗦就好，我尽量写的直观一点） 1.你首先需要了解的是，这个游戏最基础的推进流程是怎样的。<br />：游戏共分为两个阶段，分别是肉山前，与肉山后（也称困难模式），打完肉山进入困难模式，你战胜困难模式的最终BOSS就算通关，至此推图流程结束。<br />2.：建房子（随处可见的树木或许有用），前期先建二十个，后面不够再加，不要嫌麻烦这是必不可少的一步。<br />：搭两段长度适中的平台，用作打BOSS或某个事件的战斗场地。<br />3.：挖矿石，生命水晶，宝箱（勘探药剂或许对你非常有帮助。）<br />：收集的高级矿石后一定要先造镐头，因为有些矿石需要高级的镐头才能挖动。<br />：肉前矿石稀有度分为 ，木、铜（锡）、铁（铅）、银（钨）、金（铂金）、陨石、猩红（暗影）、狱岩等，其他还有但大致是这个流程，不影响。<br />：肉后（新三矿生成条件需要拿肉山掉落的神圣锤破坏恶魔祭坛生成，破坏六个就行。） 钴蓝（钯金），秘银（山铜），精金（钛金），神圣，绿藻，夜明等。某些矿石可以和某些材料合成，成为新矿，如蘑菇矿，幽灵矿等这里就不列举了。<br />如遇打不过的BOSS时，可以更新同时期的矿石装备。普通难度应该是没压力的，很多同时期的装备对应的BOSS时稍微拉扯一下就能过。<br />实在看不懂评论我。,19,2025-03-17 23:02,未提供
433533542,小鱼拖地,5,手游什么时候可以加MOD啊,,2025-03-17 21:11,未提供
395047531,Alone独自,5,找几个一起玩的搭子，我是新手，刚买上,1,2025-03-17 20:50,RealmeGT Neo5
628585925,龙,5,希望能加入一些模组（比如灾厄）普通模式玩腻了一个人玩没意思,,2025-03-17 20:29,小米Xiaomi 14
121931545,User121931545,4,天天更新一上tap就更新，游戏是好玩的，可为什么一直在更新，是老子没安装还是咋地，动不动几百mb一看版本多了0.001,,2025-03-17 19:47,HUAWEI Nova 9
629849818,小灰灰,5,这游戏咋加模组呀？,,2025-03-17 18:28,华为 Nova 5 Pro
436017469,User436017469,5,挺好玩的，就是我之前毕业没有云存档搞得我删完后下回来没存当了,,2025-03-17 17:16,Vivo IQOO Neo10
365536832,EriUesugi,3,很久以前也是泰拉瑞亚的老玩家了，时隔一旬再来体验一下童年的感觉，结果发现那些花里胡哨的按键真的让人看着头疼，以前的简洁按键就能满足绝大部分的需求，要是能出一套以前的按键方案我觉得是比较完美的作品,1,2025-03-17 16:20,iPhone 16
389227071,杨施主,3,这牢我还是做不下去,,2025-03-17 15:58,未提供
708051939,华博鸿,1,为什么打不开，明明开的流量,,2025-03-17 14:31,小米24069RA21C
502936042,度鱼,5,找不到缺点，除了某个30多防御的毕业套装,,2025-03-17 11:30,Huawei nova 8 SE
125951684,酒,5,🏝️世界开放度：<br />超高<br />🔨DIY自由度：<br />超高<br />🎮可玩性：<br />可玩,,2025-03-17 07:17,Redmi Note 12 Turbo
429570556,12315,3,闲的没事想起来了正好吐槽一下游戏是好游戏策划真离谱没边了老版泰拉百科好用的不行真不理解改什么还有背包装备栏也改从简洁方便给改成复杂设置还不给调也是没谁了😅,,2025-03-17 00:47,Vivo IQOO 12
674162800,飞飞飞飞飞飞菲非,5,游戏是好游戏，就是操作系统像坨屎,,2025-03-16 22:17,Vivo IQOO Neo10
488806970,芒狗,5,好游戏，好玩，有朋友一起玩就更好了,,2025-03-16 22:05,未提供
472228562,蝎,3,为什么不能添加我做,,2025-03-16 21:51,OPPO Reno标准版
530455702,晨,5,有没有一起玩的？我是个萌新,,2025-03-16 21:14,Vivo V1916A
11150884,善-_-,5,小时候就玩破解版和朋友蹲在教室楼道玩，五星是tap上限不是我心里的,,2025-03-16 20:48,小米13
111374049,越孟维,5,麦克风怎么打不开了,,2025-03-16 20:04,小米Xiaomi 14
395698636,曦,5,我用了15天通关了这个游戏，每天都从早上八点玩到晚上十点，感觉挺不错的。,,2025-03-16 19:56,MEIZI 20280999CL
385281608,.,4,说实话没玩懂,,2025-03-16 19:53,未提供
708612328,街灯の下の少女,5,怎么导入地图？😅,,2025-03-16 17:40,Vivo V2002A
657485494,蒙奇·D路由器,5,不能轻易玩啊玩了上瘾,1,2025-02-06 18:16,OPPO A11中国版
411972633,NINO,5,1.2到现在，陆陆续续也有1000小时了，没有多余好说的，好玩爱玩,,2025-03-16 14:40,Vivo IQOO Neo9 Pro
102537925,农的同道中人,4,这个游戏真的非常好玩，还记得我当时和我哥在8岁的时候玩盗版，那时也是瞎玩，打个史莱姆王都打不过，后来叫同学们都下载，结果玩着玩着就只剩自己了，当时还有一个主播叫呱呱君，每天放学回来就盼着他更新，到现在国服出来，我也是第一时间就买了，虽然没在电脑上玩过，但以后肯定要尝试的，只能说非常好玩，祝泰拉瑞亚越来越好,,2025-03-16 13:30,小米24122RKC7C
643652900,LYXNBKLS,5,泰拉瑞亚这款游戏我愿称之为神作，太好玩了，前提是你要有一个和你一起玩的朋友,,2025-03-16 11:53,Vivo V2353A
575690170,玖.,5,沙盒类，生存，武器装备饰品超多灵活搭配，多种职业玩法,2,2024-08-22 18:25,HONOR 200
456385820,嘟嘟嘟,3,可能跟我的家教有关吧 我还是喜欢玩电脑版 不过日子了 买了steam,,2025-03-16 10:56,华为TGR-W00
423128605,萨缪尔女士,4,玩儿是挺好玩儿的，和朋友玩儿非常有趣，但是我有个问题，新建存档的时候能不能把所有成就全部重置一遍。我想从零开始玩一次。,,2025-03-16 10:03,华为P40 Pro
452075376,泥豪,5,有人能跟我讲一下这个怎么弄 ？,,2025-03-16 09:26,OPPO Reno标准版
708300913,凌云,5,武器非常丰富,,2025-03-16 07:56,DUOQIN Qin3ultra
385304962,让我再睡一会儿,5,想问一下我是安卓机，我可以和iOS在App Store里面买的一起联机玩吗,,2025-03-16 02:59,Redmi K60
5294906,HelloDover,1,游戏是好，但是手机上操作太垃圾了，操作就是一坨狗屎,,2025-03-16 00:33,HONOR 100 Pro
705247186,刹那,5,除了联机有点卡，好玩,1,2025-03-16 00:46,OPPO A32中国版
533120896,红中老大,4,我说句实话，游戏确实好玩但是删一次少一个存档我是真的接受不了，因为这件事情我少了一个毕业号，得重新肝，我确实接受不了。,,2025-03-15 22:45,OPPO PGAM10
643655295,为人,5,我建议你们去玩这个游戏，太好玩了。怎么开创造不会？,,2025-03-15 22:18,小米Redmi 7
624662719,绝尘,4,好玩，就是肝硬化了，有人一起玩吗？,2,2025-03-15 21:47,Honor X50 
412749243,凌空bbb,5,我原来500多的游戏时长今天一看直接翻倍了,3,2022-01-31 10:31,vivo Y97
333349649,小米粥,5,挺好玩的，就是缺个伴😭😭😭,,2025-03-15 21:40,华为ADA-AL00
451399862,星枫微夜,5,"玩泰拉瑞亚国服加国际服移动端也是破千h了,对于这个游戏不需要做太多的评价,真正玩过的才能感受到内核和魅力所在,单机的游戏性质可以让我随时拿起来玩,可以在我没有兴趣的时候抛弃,也就是这么断断续续玩了五年<br />对于心动的运营其实还算好的,本身单机游戏的性质不需要做额外的活动,同时在特定节日加入中国版特色活动,参加联动物品,这种无关游戏平衡中国版特色,也算是运营的亮点之一.对于联机这点确实有待提高,Bug非常多以至于影响正常游玩,游戏内赛博商店问题仍然没有解决,希望在互联网技术提高的同时能改进这一点<br />还有一点是中国版的和谐问题,部分boss改进的不错,大多数差强人意,阉割掉了血块,小怪甚至死后直接变成烟雾,克苏鲁之脑,机械骷髅王改动都差强人意,同时血月和猩红祭坛苏鲁护盾改成绿色也非常让人恶心",24,2025-03-15 21:05,联想Legion Tab
708421803,快飞天,2,这个游戏手机玩简直要命了，根本玩不了，电脑满分手机零分,,2025-03-15 20:44,Vivo IQOO 11
101326582,阿巴阿巴,1,游戏是好游戏，就是闪退太严重了…安卓 15 不适配吗？？,,2025-03-15 20:38,一加手机Ace 5
469124922,123456,5,卡关了😩,,2025-03-15 18:30,OPPO PEQM00
489126061,cc,4,我真是服了，把我房子都炸了😭,,2025-03-15 18:18,OPPO K3
524083398,ATRI,4,希望像pc那样的有mood,2,2025-03-15 17:24,Vivo IQOO Neo9
643736638,🤓🤓🤓,5,我一个新手。4天内打完了，月亮领主这正常吗？看过教程。,,2025-03-15 17:04,红米 Note 11
513629216,风中星河,5,开发者什么时候能把模组弄进手机伴,2,2025-03-15 16:29,Honor X50 
681741166,田颜,5,有没有人一起玩，？新手,2,2025-03-15 15:42,荣耀 畅玩30 Plus
83006523,手机用户83006523,5,为什么界面默认手柄模式？？？可是我没有手柄啊，游戏都进不去，，郁闷,3,2025-03-15 13:52,Redmi Note 12 Turbo
367782692,旧诗,3,为什么重新开了世界，还有上个世界的装备,1,2025-03-15 13:30,Vivo IQOO Neo8
559108917,一只肥龙,5,游戏还是非常不错的，就是大师模式下游戏怪太超模了。骷髅王拼尽全力，无法战胜。世纪之花不知道被吃了多少次了。,,2025-03-15 11:51,未提供
593414930,TapTap,4,好玩是好玩，做的也不错，就是有一个缺点，卸载之后账号丢了玩了一年多的地图没了😭😭😭,1,2025-03-15 10:11,小米Redmi K40
700817147,三月十一,3,Hello hello 能对萌新和正常玩家玩家好一点吗 莫名其妙的屏蔽词可以收收吗 炸图的我求你们卸载好吗,,2025-03-15 09:05,华为平板 M6 高能版
405627889,User405627889,3,什么时候更新1.4.5？,1,2024-03-30 22:08,Vivo V2080A
114613789,牛牛,5,那是一段很遥远的记忆了，遥远到回忆起来都变得模糊不清<br />依稀记得10多年前，8岁自己看到同学偷偷把手机带到学校玩这款游戏，虽然只有短短几分钟，但是留下来的印象似烙印般印在脑海中挥之不去，那时候家里条件不好，电子设备更是遥不可及，从那时候起我就很渴望玩下这游戏了<br />后来长大了，这款游戏的记忆也慢慢淡忘了，但是命运纵使我和它再次相遇，也许是运气好吧，嗯，那运气也太好了<br />记得是下班的路上，坐在公交车角落听着音乐发呆，一个小朋友应该是放学回家，坐到了我的旁边，不经意间我发现他正在玩的竟然是我十多年前那遥不可及的梦中的游戏，我浑身只感觉一颤，问出了游戏名<br />激动的在网上翻各种资料去下载都没有找到，后来通过短视频平台了解到了taptap，买下了这款当年望尘莫及的游戏，也许是间隔的时间久了，迟来的热情愈加浓烈，沉迷了好一段时间，还是像当年记忆中那般的紧张和刺激<br />也许这是我心目中最好的游戏吧，至少我现在还没遇到比它好的，不然也不会深夜心血来潮写下这篇评论了，感谢《泰拉瑞亚》给我带来的游戏体验和回忆,77,2025-03-15 03:26,Redmi K50
606982550,孤独一人,4,到底啥时候更新这都这都2025年了还不更新就知道画大饼阿比诺手,,2025-03-15 01:33,未提供
418927726,明天,5,啥时候才出 mod 玩法,1,2025-03-15 01:15,Redmi Note 12 Turbo
698821323,b_two,3,我重启下手机地图档没了？666,,2025-03-02 11:43,Vivo Y36s
514268638,玛卡巴卡,3,游戏五颗星，可我在飞机上玩不了，还要我登录😂,,2025-03-14 22:51,小米24069RA21C
636719748,又傻又想玩的decision,2,我只能说…………国服泰拉瑞亚……………是个什么东西啊？！克苏鲁之盾白内障……骷髅王还没有骷髅王的样子………………恶魔眼之旗竟然还被绿化了………不过目前他唯一的好处一是能下载更多的地图，二是更方便的连机……贴图什么之类的……别做成这个样子了,,2025-03-14 22:29,Vivo Y78m
406403582,User406403582,2,真的是有病，以前免费，现在就要钱的微信，穷怕了是吗？我真的是搞不懂,,2025-03-14 21:33,Realme真我V13 5G
50777358,Flowers-Dreams,5,要是有模组就好了，比如说灾厄,,2025-03-14 20:41,Redmi  K70 Pro
70338021,王振宇,4,什么时候可以加模组啊？,,2025-03-14 20:05,未提供
442414681,呵呵,1,不是怎么感觉跟之前不一样了？之前联机模式一退房间就能自动保存，现在一退存档都没了，想新创房间还要等半天，不是我自己的房间，我还决定不了关闭？<br />试了几遍了，上传云端没用，一保存还是都没了，玩了那么久，***保存不上去。,,2025-03-14 20:01,Vivo IQOO Z9 Turbo
595994002,逸,3,登录不了啥阴😓😓😓好玩 但是解决一下bug行吗😋😋😋,,2025-03-14 18:56,未提供
56902366,方糖,5,这个游戏可以说是陪我度过了一整个中学时期（本人02），从当初的松树块卡地牢神器箱子啥事都干过，当初一个局域网就能联机是我们喜欢他的原因，也不用流量开个空热点就能拉四个伙伴联机。现在工作了还是隔三差五的回来看看，就一句话泰拉瑞亚yyds！,,2025-03-14 17:20,Vivo IQOO Neo7竞速版
497006176,123321,4,如果和电脑一样可以装模组就好了,1,2025-03-14 16:48,OPPO Reno标准版
672846592,谁知道啊,5,太好玩了，已通关大师，开始玩电脑<br />🔨DIY自由度：,,2025-03-14 16:13,未提供
666889443,User666889443,5,有没有人一起玩我刚买，一个人太无聊了😘,,2025-03-14 14:17,Realme GT5
519023021,蛋,5,为什么不能连键鼠玩啊😭,,2025-03-14 12:40,联想Xiaoxin Pad Pro 12.7
482773650,本章,5,除了联机有点卡，别的都很好。,,2025-03-14 11:01,Redmi  K70 Pro
108870076,鸿运木雕,5,游戏可玩性还是可以的，如果有人陪着玩就更好好玩了，运营服务态度也很好，一个存档不知为何没了，找运营反馈，在很短的时间帮我找回的👍,,2025-03-13 22:07,未提供
504004820,Fred,5,说真的，心动做的已经够好了，36的游戏半价买给你还有云存档，还自带联机大厅（虽然可能环境没那么好但那是部分玩家自己瞎搞的）真的要是别的厂商代理这游戏可能不比网易的mc差多少,,2025-03-13 20:20,小米15
353307546,一个普通的火批,4,有没有大哥能解答一下就是有一个号之前不知道怎么整的要打联机上传了之后他让我改名字改了之后那个号就删不掉了不管怎么样都删不掉删完一次退出去再重进就有下载回来了怎么办啊😭😭😭,,2025-03-13 20:00,OPPO Reno Z中国版
71540275,尤克特拉希尔,5,…不肝，很棒！很推荐尝试硬核哦,3,2024-06-20 18:24,未提供
687958963,天长地久SN,5,好玩，希望能更新一些新的内容,,2025-03-13 08:08,HONOR ALT-AN00
706874808,嘉然,2,taptap版操作太难受，光标关都关不掉给我恶心到了,,2025-03-13 00:08,未提供
520922159,遁地,1,为什么要删我地图 每次更新都要删我地图，我真的是啊，我好不容易整这么久的地图，你一更新就给我删了,,2025-03-12 17:23,Vivo IQOO Neo9S Pro
391837010,魈宝,5,好玩 不过一个人玩太寂寞 求搭子,1,2025-03-12 17:00,iPhone 13 Pro
418755638,就这家伙,5,游戏是好的，但是悬浮球很烦，tap的广告有点烦人了,,2025-03-12 16:31,红米 K70
520216847,江心帅,1,为什么不能上传世界联机？一上传就说网咯差,,2025-03-12 14:45,未提供
639403098,信,5,好玩自由度高，难度也行,1,2025-03-12 10:54,Huawei Nova 10
379487784,青郁关,5,从接触到现在差不多十年了，手游pc都有玩，总结只有四个字：此生必玩😸,1,2025-03-12 10:03,红米K70E
432622140,༺雾以散༻,5,大佬们，我想知道，打完了ufo后面该干什么,1,2025-03-12 08:43,Vivo V2314A
